player_name,player_id,season,poss,mp,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Furkan Korkmaz,korkmfu01,2022,3057,1475,-0.932925779,-1.093659219,-2.026584998,0.54427092,0.496292682,0.047978239,-1.184222395,-1.697123804,-2.881346199,-0.154996238
Luke Kornet,kornelu01,2022,262,122,2.829824028,1.532990149,4.362814177,0.441264476,0.449308201,-0.008043725,1.842328826,0.842885898,2.685214724,-0.57415845
Vit Krejci,krejcvi01,2022,1452,690,-2.886735393,-2.967887108,-5.854622501,-1.088043317,-1.088043317,0,-4.099119909,-2.28905129,-6.388171199,-0.448505578
Arnoldas Kulboka,kulboar01,2022,11,5,-12.8929882,-28.74215974,-41.63514794,-0.099222132,-0.099222132,0,-14.91141606,-20.83404069,-35.74545675,0.026332432
Jonathan Kuminga,kuminjo01,2022,2763,1323,-2.691130927,-1.986995085,-4.678126012,-1.310753076,-0.92121507,-0.389538006,-1.889570666,-1.999463426,-3.889034092,0.363658038
Kyle Kuzma,kuzmaky01,2022,4543,2204,-1.754856339,-0.61228031,-2.36713665,0.430701606,0.430701606,0,-1.354580875,-0.953293635,-2.30787451,0.041606355
Anthony Lamb,lamban01,2022,18,8,-6.806764253,4.262697341,-2.544066911,0.000832225,0.000832225,0,-2.45399276,-0.668941106,-3.122933866,-0.988901682
Jeremy Lamb,lambje01,2022,1960,935,0.731673262,-0.79164681,-0.059973547,1.275457861,1.275457861,0,0.75115141,-1.469600504,-0.718449094,-0.511233691
Jock Landale,landajo01,2022,1268,589,-0.581842161,-1.469916676,-2.051758837,0.21056351,0.21056351,0,-0.673593501,-2.575229117,-3.248822619,0.351058528
Romeo Langford,langfro01,2022,1591,771,-2.335936795,0.76437089,-1.571565905,0.459261155,0.459261155,0,-2.108021665,-0.003156407,-2.111178071,-0.548445002
Zach LaVine,lavinza01,2022,5141,2481,2.359725953,-2.282752544,0.076973409,3.588639255,3.462441511,0.126197745,2.161253422,-2.363024542,-0.20177112,0.104382882
Jake Layman,laymaja01,2022,507,231,-3.556725357,0.055727396,-3.500997961,-0.088893841,-0.088893841,0,-2.46967096,-2.165829085,-4.635500045,0.433948307
Damion Lee,leeda03,2022,2879,1380,-2.363627477,0.081907091,-2.281720386,0.328458987,0.385904972,-0.057445985,-2.01209903,0.278989975,-1.733109055,-0.593153182
Saben Lee,leesa01,2022,1261,604,-1.938408482,0.097521981,-1.840886501,0.280123668,0.280123668,0,-2.178885401,0.337088604,-1.841796797,-0.01052131
Alex Len,lenal01,2022,1327,620,-4.081485621,-1.285341505,-5.366827126,-0.830983269,-0.830983269,0,-4.82798143,-1.064832572,-5.892814002,0.388774204
Caris LeVert,leverca01,2022,3633,1781,0.982238167,-1.836573139,-0.854334972,1.706180654,1.706180654,0,0.425837569,-1.587803007,-1.161965438,-0.586944403
Kira Lewis Jr.,lewiski01,2022,730,341,-3.630862593,-0.443415154,-4.074277748,-0.231887661,-0.231887661,0,-2.731318668,-1.636686876,-4.368005544,0.647688631
Scottie Lewis,lewissc01,2022,17,7,2.770451844,-0.340025543,2.4304263,0.018668348,0.018668348,0,1.339281682,0.029909737,1.36919142,0.90251818
Damian Lillard,lillada01,2022,2186,1056,4.151001964,-1.620161798,2.530840165,2.866409561,2.866409561,0,4.689392686,-2.163773227,2.525619459,0.746725798
Nassir Little,littlna01,2022,2232,1088,0.037707561,1.275729745,1.313437307,2.249052743,2.249052743,0,0.168385813,0.561540233,0.729926047,-0.290465024
Isaiah Livers,liveris01,2022,784,383,-0.555970753,-1.199747093,-1.755717846,0.193606673,0.193606673,0,-2.444329052,-1.297407108,-3.74173616,-0.351353324
Kevon Looney,looneke01,2022,4516,2180,-0.06436488,2.415500501,2.351135621,5.703890427,3.763678841,1.940211586,-0.530944569,2.983694106,2.452749537,-0.666090255
Brook Lopez,lopezbr01,2022,1332,630,-3.101666367,4.076600144,0.974933778,1.202164794,0.887253183,0.314911611,-3.326138495,3.381826323,0.055687829,0.16471586
Robin Lopez,lopezro01,2022,1272,612,-2.637807661,-2.172185995,-4.809993657,-0.638299206,-0.638299206,0,-4.473422347,-2.591976003,-7.06539835,-0.764640213
Didi Louzada,louzama01,2022,272,129,-7.093954724,-2.441784633,-9.535739357,-0.442024228,-0.442024228,0,-6.617241498,-4.411553339,-11.02879484,-0.580964323
Kevin Love,loveke01,2022,3468,1665,1.929466557,0.342252129,2.271718686,4.313017768,4.313017768,0,1.883288354,0.108542733,1.991831087,1.105390601
Kyle Lowry,lowryky01,2022,4950,2428,1.621001145,1.162018228,2.783019374,6.933985209,6.278764504,0.655220705,1.993130941,1.751857544,3.744988485,0.962297211
Gabriel Lundberg,lundbga01,2022,97,44,0.65667527,1.156914963,1.813590233,0.10314266,0.10314266,0,-0.245432792,1.682299142,1.43686635,0.678940637
Timothe Luwawu-Cabarrot,luwawti01,2022,1515,707,-2.164402224,-0.976661561,-3.141063785,-0.142000629,-0.097031449,-0.04496918,-2.407940873,-1.523776505,-3.931717378,0.349823374
Trey Lyles,lylestr01,2022,3228,1537,-0.471046659,-1.547108502,-2.018155161,0.571830151,0.571830151,0,-0.703956003,-1.765904044,-2.469860048,0.112196051
Theo Maledon,maledth01,2022,1901,908,-3.01845967,-1.168548644,-4.187008314,-0.666757251,-0.666757251,0,-3.336760937,-1.081351354,-4.418112291,0.157202038
Sandro Mamukelashvili,mamuksa01,2022,852,407,-1.653392008,-7.169896975,-8.823288982,-1.25635879,-1.25635879,0,-1.571785433,-6.912317704,-8.484103138,-0.378098884
Terance Mann,mannte01,2022,4771,2317,-0.138122012,0.647163839,0.509041827,3.818417477,3.818417477,0,-0.694556328,1.021116351,0.326560023,-0.887855059
Tre Mann,manntr01,2022,2862,1367,-2.233975542,-1.432108524,-3.666084066,-0.637525498,-0.637525498,0,-3.189471317,-1.568256823,-4.75772814,-0.217763498
Boban Marjanovic,marjabo01,2022,280,134,-4.175708954,0.114567851,-4.061141103,-0.081171819,0.012673357,-0.093845175,-4.247803682,-0.600695589,-4.84849927,0.550249031
Lauri Markkanen,markkla01,2022,3823,1878,1.6420295,-0.888950968,0.753078533,3.351907281,3.351907281,0,1.21862568,-0.040394905,1.178230775,-0.136665348
Naji Marshall,marshna01,2022,1681,791,-1.415635649,0.726446267,-0.689189382,0.844672182,0.59546344,0.249208742,-1.666201441,-0.286606679,-1.952808119,0.839411728
Caleb Martin,martica02,2022,3246,1581,-0.461315921,2.548549611,2.08723369,3.893537713,3.690023807,0.203513906,-0.493090891,2.541127197,2.048036305,-0.141072128
Cody Martin,martico01,2022,3908,1866,0.319841826,0.946465149,1.266306975,3.793804589,3.793804589,0,0.700189664,1.421259942,2.121449606,-0.780766823
Kelan Martin,martike03,2022,920,450,-2.652173418,-0.361429521,-3.013602939,-0.059999731,-0.059999731,0,-1.796798161,-1.164953699,-2.961751861,-0.427383354
Kenyon Martin Jr.,martike04,2022,3533,1656,-0.207321974,-2.795675647,-3.002997622,-0.212867851,-0.212867851,0,-1.127401771,-4.104166281,-5.231568052,-0.415258846
Garrison Mathews,mathega01,2022,3655,1712,1.089276874,1.947772444,3.037049319,5.080271235,5.080271235,0,0.727644892,1.38400997,2.111654862,0.504513174
Dakota Mathias,mathida01,2022,36,16,-5.399309138,-3.312865117,-8.712174255,-0.049113289,-0.049113289,0,-3.017284155,-3.209120311,-6.226404466,0.909959422
Wesley Matthews,matthwe02,2022,2869,1347,-1.292151762,2.996706288,1.704554527,3.105203945,1.891500781,1.213703164,-1.98082661,2.246152181,0.265325571,-0.045627995
Tyrese Maxey,maxeyty01,2022,6301,3135,1.300616638,-1.523845893,-0.223229255,4.017994132,3.30533741,0.712656722,1.00351853,-0.895894653,0.107623877,-1.217978969
Skylar Mays,mayssk01,2022,476,229,-1.558340218,-3.001747806,-4.560088025,-0.21487721,-0.278108393,0.063231182,-1.782034236,-3.443143001,-5.225177238,-1.04296385
Miles McBride,mcbrimi01,2022,754,372,-1.432686531,1.509197647,0.076511116,0.530684124,0.530684124,0,-1.92181807,1.33203045,-0.58978762,-1.075954572
Mac McClung,mccluma01,2022,56,25,-4.833314424,-4.685114526,-9.51842895,-0.081940858,-0.081940858,0,-4.098042017,-1.961102599,-6.059144615,2.414918273
CJ McCollum,mccolcj01,2022,4893,2379,3.11489157,-0.576731027,2.538160543,6.426310314,5.77125549,0.655054824,2.910432014,-0.492289923,2.41814209,-0.134948454
T.J. McConnell,mccontj01,2022,1378,652,-0.364020699,0.868956105,0.504935406,1.078814224,1.078814224,0,-0.583159102,0.68560123,0.102442128,-0.36402067
Jalen McDaniels,mcdanja01,2022,1882,895,-1.017066797,0.579901063,-0.437165733,1.052512718,1.052512718,0,-0.419703238,0.259404613,-0.160298625,-0.340361639
Jaden McDaniels,mcdanja02,2022,4138,1933,-2.259979487,1.946144605,-0.313834882,2.430457531,1.828092454,0.602365078,-1.779219431,1.654486792,-0.124732639,0.648106864
Doug McDermott,mcderdo01,2022,2612,1223,-0.111129605,-4.534228117,-4.645357722,-1.18789974,-1.18789974,0,-0.307926381,-4.680014417,-4.987940798,0.443477961
JaVale McGee,mcgeeja01,2022,2762,1305,0.000613114,1.819841662,1.820454776,3.055057155,2.947282432,0.107774723,-0.411419184,1.72486303,1.313443847,0.570752512
Cameron McGriff,mcgrica01,2022,94,46,6.164756159,-3.870718204,2.294037955,0.117409486,0.117409486,0,3.161901958,-5.308607931,-2.146705973,-0.819463552
Rodney McGruder,mcgruro01,2022,1595,754,-0.144033915,-0.668817377,-0.812851293,0.744182098,0.744182098,0,-1.445526182,-1.320192932,-2.765719113,-0.137038699
Alfonzo McKinnie,mckinal01,2022,418,206,-3.474896723,-7.987640544,-11.46253727,-0.907919474,-0.907919474,0,-3.406544303,-7.10553259,-10.51207689,-0.84950172
JaQuori McLaughlin,mclauja01,2022,26,11,-2.842487198,-5.733106026,-8.575593224,-0.032347026,-0.032347026,0,-3.178263041,-6.018997308,-9.197260349,-1.062499979
Jordan McLaughlin,mclaujo01,2022,2165,985,0.605903068,-0.28640084,0.319502228,1.551209599,1.221572489,0.32963711,0.218632486,0.142241938,0.360874425,0.022908517
Ben McLemore,mclembe01,2022,2697,1285,-1.583770648,-3.287460932,-4.87123158,-1.398517875,-1.398517875,0,-1.021975349,-4.000992105,-5.022967455,0.562584234
De'Anthony Melton,meltode01,2022,3956,1827,0.170183185,1.944413927,2.114597112,4.601709627,4.698058102,-0.096348475,1.128400787,2.608427569,3.736828356,1.224068904
Sam Merrill,merrisa01,2022,120,58,-2.422293427,-0.923424884,-3.345718311,-0.017751248,-0.017751248,0,-0.828137533,-2.353167547,-3.181305081,0.697708021
Chimezie Metu,metuch01,2022,2705,1279,-3.347492554,0.089664202,-3.257828352,-0.331593242,-0.331593242,0,-2.099850153,-0.651987968,-2.751838121,0.063971428
Khris Middleton,middlkh01,2022,4741,2213,1.935834412,-0.667850723,1.267983689,4.606012026,4.629145574,-0.023133548,2.146258078,-0.719996239,1.426261839,1.659499643
CJ Miles,milescj01,2022,5,2,-8.336399132,-56.98251961,-65.31891874,-0.065016009,-0.065016009,0,-7.865472851,-34.37201606,-42.23748891,1.833677904
Paul Millsap,millspa01,2022,791,382,-2.233578671,1.238658816,-0.994919855,0.329330551,0.400920507,-0.071589956,-2.04271436,1.488052787,-0.554661573,-0.085369385
Patty Mills,millspa02,2022,5066,2418,0.229717146,-1.807121716,-1.57740457,1.44601583,1.352454384,0.093561446,0.954949235,-1.682606788,-0.727657553,-0.250660487
Shake Milton,miltosh01,2022,2730,1337,-0.492110158,-1.119206673,-1.611316831,0.796539354,0.27076689,0.525772464,-0.921056344,-1.293134639,-2.214190983,-1.050452642
Davion Mitchell,mitchda01,2022,4362,2076,-1.609627041,0.39638324,-1.2132438,1.616975838,1.616975838,0,-1.823760602,-0.329042677,-2.152803278,-0.658509812
Donovan Mitchell,mitchdo01,2022,5105,2495,4.72438845,-2.727445636,1.996942814,6.078949521,5.866864838,0.212084683,5.029442595,-1.977194764,3.052247831,0.873854134
Evan Mobley,mobleev01,2022,4735,2331,-2.72394979,1.60147509,-1.1224747,1.915833172,1.915833172,0,-2.800236799,1.695197533,-1.105039267,-1.020083305
Malik Monk,monkma01,2022,4530,2139,1.785579797,-1.235187482,0.550392315,3.612769925,3.612769925,0,1.260062275,-1.40329973,-0.143237455,0.305220443
Greg Monroe,monrogr01,2022,431,202,-0.66110473,1.18619201,0.52508728,0.345793418,0.281090426,0.064702992,-0.74458298,1.291551236,0.546968257,0.734670085
Moses Moody,moodymo01,2022,1491,712,-2.604359703,-1.742640957,-4.34700066,-0.590327044,-0.336357764,-0.253969279,-2.104032748,-2.480911267,-4.584944016,-0.291924429
Matt Mooney,moonema01,2022,5,2,-36.55601237,11.80587943,-24.75013295,-0.02599974,-0.02599974,0,-18.92751085,11.47179008,-7.455720765,15.81770492
Xavier Moon,moonxa01,2022,294,137,0.788229108,-0.78337632,0.004852787,0.191322036,0.191322036,0,-0.990434687,-0.847562162,-1.83799685,-0.641392823
Ja Morant,moranja01,2022,4714,2227,4.981662827,-1.045587476,3.936075352,7.701920416,5.640641682,2.061278734,4.964120978,-0.312633887,4.651487091,0.679005194
Juwan Morgan,morgaju01,2022,97,46,-2.71908938,-12.5359443,-15.25503368,-0.289415694,-0.22810502,-0.061310674,-3.072992863,-11.75758431,-14.83057717,-1.184171675
Jaylen Morris,morrija01,2022,35,16,-11.07008807,3.56815447,-7.501933603,-0.038777097,-0.038777097,0,-8.532610236,-2.597387097,-11.12999733,-0.035802547
Markieff Morris,morrima02,2022,622,301,-1.386561597,-1.768460003,-3.155021599,-0.063280189,-0.048077902,-0.015202286,-1.673348601,-2.365011123,-4.038359724,-0.193103187
Marcus Morris Sr.,morrima03,2022,3186,1564,-0.057088741,-3.813781072,-3.870869813,-0.889015725,-0.889015725,0,-0.187925089,-3.384609287,-3.572534376,-0.602149786
Monte Morris,morrimo01,2022,4915,2395,1.464550331,-2.005096721,-0.540546389,2.646984638,2.84845297,-0.201468331,1.397973451,-2.087649214,-0.689675763,-1.421908199
Emmanuel Mudiay,mudiaem01,2022,26,11,-5.830972205,2.168565402,-3.662406803,-0.005209904,-0.005209904,0,-3.225851478,0.241469332,-2.984382146,1.743876542
Mychal Mulder,muldemy01,2022,504,239,-6.075353666,-3.044184574,-9.11953824,-0.775066091,-0.775066091,0,-5.233837481,-3.876724026,-9.110561507,-0.214795486
Ade Murkey,murkead01,2022,2,1,-20.68653977,-3.561160355,-24.24770012,-0.010592023,-0.010592023,0,-18.56371848,-7.661363729,-26.22508221,-3.429159766
Trey Murphy III,murphtr02,2022,2057,984,0.163611811,-0.620200078,-0.456588267,1.155686975,0.97460295,0.181084025,-0.655725105,-1.5252767,-2.181001805,-0.181625614
Dejounte Murray,murrade01,2022,5009,2366,3.0524332,-0.046557939,3.005875261,6.97832112,6.97832112,0,3.197474495,1.239118609,4.436593104,0.434850236
Mike Muscala,muscami01,2022,1260,592,2.392034822,3.32271495,5.714749771,2.563662207,2.563662207,0,1.402410413,1.536337464,2.938747877,0.273124963
Svi Mykhailiuk,mykhasv01,2022,1508,721,-2.944605763,-1.306221496,-4.25082726,-0.538441387,-0.447507487,-0.090933901,-1.606245067,-1.876545142,-3.482790209,0.251133749
Abdel Nader,naderab01,2022,326,145,-7.551889239,5.738837019,-1.81305222,0.070744642,0.070744642,0,-6.621412428,5.153677236,-1.467735193,2.063383187
Larry Nance Jr.,nancela02,2022,2388,1170,-0.080351289,-0.36245905,-0.442810338,1.38375975,0.948548421,0.435211329,-0.03412359,-0.498457335,-0.532580925,-0.59880555
RJ Nembhard Jr.,nembhrj01,2022,126,63,-9.027099911,3.571349182,-5.455750729,-0.08527596,-0.08527596,0,-9.378813016,-0.40029314,-9.779106156,-1.947746542
Aaron Nesmith,nesmiaa01,2022,1312,626,-2.376423867,0.846126815,-1.530297053,0.396823712,0.207159232,0.189664479,-1.625375844,0.471238782,-1.154137062,0.777491896
Raul Neto,netora01,2022,2839,1372,-0.448768264,-0.714688204,-1.163456469,1.10590448,1.10590448,0,-1.335014957,-0.332422212,-1.667437169,-0.420255777
Malik Newman,newmama01,2022,12,8,5.292255977,5.375356089,10.66761207,0.054401752,0.054401752,0,3.752313048,-3.505987931,0.246325117,-0.663894306
Georges Niang,niangge01,2022,3970,1934,0.259337123,-1.414498005,-1.155160882,1.582484936,1.381092728,0.201392208,0.015377882,-1.415718708,-1.400340826,0.099467539
Daishen Nix,nixda01,2022,567,261,-3.21569614,-3.245395066,-6.461091206,-0.501247221,-0.501247221,0,-3.696949,-4.332048024,-8.028997024,1.430733073
Zeke Nnaji,nnajize01,2022,1464,707,-0.845604762,-1.499713666,-2.345318428,0.142339248,0.102606239,0.039733009,-0.87399863,-2.42735881,-3.30135744,-0.46984249
Nerlens Noel,noelne01,2022,1158,562,-2.970886857,-0.013637823,-2.98452468,-0.067009825,-0.067009825,0,-2.55835049,1.197301441,-1.361049049,-0.350959498
Jaylen Nowell,nowelja01,2022,2129,987,2.655122101,-3.000240694,-0.345118594,1.209905559,1.205064257,0.004841301,2.136700855,-3.179568714,-1.042867859,-0.133499829
Frank Ntilikina,ntilila01,2022,1675,810,-2.055785842,3.574761542,1.5189757,1.773399219,1.70609778,0.067301439,-1.843494747,2.281757291,0.438262544,0.470550572
Jusuf Nurkic,nurkiju01,2022,3250,1579,-0.203586648,3.387326215,3.183739567,4.811648836,4.811648836,0,0.02968471,3.005914987,3.035599698,0.656758397
David Nwaba,nwabada01,2022,1309,609,0.470823735,-0.043111391,0.427712344,0.990829804,0.990829804,0,-0.109627156,-0.87158128,-0.981208436,0.352172189
Jordan Nwora,nworajo01,2022,2593,1205,-3.131876191,-2.493167126,-5.625043317,-1.770012325,-1.669190702,-0.100821623,-2.618105237,-3.253220107,-5.871325344,0.214913442
Semi Ojeleye,ojelese01,2022,847,406,-5.386921302,-4.539674479,-9.926595781,-1.468582274,-1.468582274,0,-4.716679017,-5.032481405,-9.749160422,-0.322493456
Chuma Okeke,okekech01,2022,3705,1749,-3.560045587,1.078517898,-2.481527689,0.240639869,0.240639869,0,-3.693502651,1.255885896,-2.437616756,0.447208711
Josh Okogie,okogijo01,2022,1133,518,-4.04773773,6.120769869,2.073032139,1.283343103,1.26806834,0.015274763,-4.168846685,4.350855187,0.182008502,0.767419195
Onyeka Okongwu,okongon01,2022,2255,1100,-0.037343317,2.227108976,2.189765659,2.775562565,2.418776418,0.356786147,-0.299076118,1.612370025,1.313293906,-0.387739408
Isaac Okoro,okorois01,2022,4026,1981,-1.110598811,0.290011941,-0.82058687,1.941351645,1.941351645,0,-2.073264604,0.870707265,-1.20255734,-0.447082397
KZ Okpala,okpalkz01,2022,494,244,-2.631737023,-3.326610138,-5.958347161,-0.394380446,-0.394380446,0,-2.721993784,-3.604034486,-6.32602827,-1.257622695
Victor Oladipo,oladivi01,2022,1105,541,-1.114982375,1.269227768,0.154245393,0.821681475,0.396196014,0.425485461,-1.086475923,1.524059194,0.437583271,1.358376866
Cameron Oliver,oliveca01,2022,89,43,2.381512178,-4.969196227,-2.587684049,0.003532629,0.003532629,0,2.091196383,-2.645897784,-0.554701402,-0.796313331
Kelly Olynyk,olynyke01,2022,1620,764,0.596476518,1.281550524,1.878027043,1.821635155,1.821635155,0,-0.053039502,1.64268474,1.589645238,0.979175177
Eugene Omoruyi,omorueu01,2022,41,18,-0.908769798,-3.565472323,-4.474242121,-0.015850236,-0.015850236,0,-1.43941393,-5.769642263,-7.209056193,0.097802604
Royce O'Neale,onealro01,2022,5295,2594,0.244022978,1.197038161,1.441061139,5.544956335,5.204922934,0.340033401,0.199834849,1.58823036,1.788065209,-0.137836712
Miye Oni,onimi01,2022,96,44,-4.38854202,-9.010680505,-13.39922252,-0.239278272,-0.239278272,0,-5.02218663,-8.463857246,-13.48604388,0.090357765
Cedi Osman,osmande01,2022,3030,1462,-0.613474897,-1.217436279,-1.830911176,0.687312918,0.687312918,0,-0.723411965,-1.19920491,-1.922616875,0.255735279
Daniel Oturu,oturuda01,2022,58,27,-3.618068512,-5.733968832,-9.352037344,-0.089875976,-0.089875976,0,-3.835057344,-7.307273144,-11.14233049,-1.176261789
Kelly Oubre Jr.,oubreke01,2022,4242,1999,0.291159605,-1.119364949,-0.828205344,1.97232364,1.97232364,0,1.679165446,-0.401348194,1.277817252,0.62781164
Jaysean Paige,paigeja01,2022,16,7,-28.75590113,-6.311472122,-35.06737325,-0.121601582,-0.121601582,0,-20.77354949,-10.52763966,-31.30118915,5.357464452
Trayvon Palmer,palmetr01,2022,34,17,-7.570298344,-32.01599946,-39.58629781,-0.321010131,-0.321010131,0,-5.961043809,-21.69117345,-27.65221726,0.473943111
Kevin Pangos,pangoke01,2022,343,166,-4.693329058,-2.234020277,-6.927349335,-0.34672749,-0.34672749,0,-5.25975662,-2.605350381,-7.865107001,-1.99715468
Jabari Parker,parkeja01,2022,233,112,-2.969777094,-2.783029998,-5.752807092,-0.172587048,-0.172587048,0,-2.098582212,-2.493323979,-4.591906191,0.58248557
Eric Paschall,pascher01,2022,1569,760,0.191293855,-2.853959299,-2.662665444,0.035617687,-0.009926788,0.045544475,-0.016742992,-3.989712275,-4.006455267,-0.606198132
Chris Paul,paulch01,2022,5329,2587,4.359841174,-0.33992263,4.019918544,8.984512345,6.946298739,2.038213605,3.679169768,0.801378883,4.480548651,-0.5012658
Cameron Payne,payneca01,2022,3090,1450,-0.615298415,0.741393508,0.126095093,2.091567099,2.49249695,-0.400929851,-0.685099506,0.216403206,-0.4686963,0.299962575
Elfrid Payton,paytoel01,2022,1190,557,-5.300483227,0.545665779,-4.754817448,-0.580199653,-0.642933267,0.062733614,-4.882386331,-0.306625069,-5.1890114,0.077789976
Gary Payton II,paytoga02,2022,3025,1450,1.384994588,4.636689319,6.021683908,6.544030283,5.064712441,1.479317842,1.409931309,5.478105388,6.888036697,0.030331337
Norvel Pelle,pelleno01,2022,39,19,-17.12835817,-15.67764848,-32.80600665,-0.291213833,-0.291213833,0,-14.82254383,-12.67039933,-27.49294316,-0.049110872
Reggie Perry,perryre01,2022,390,187,-4.625617898,-3.37196128,-7.997579178,-0.500005097,-0.500005097,0,-3.904476461,-2.956918438,-6.861394899,0.156415069
Jamorko Pickett,pickeja01,2022,374,176,-3.766114571,-3.512471865,-7.278586437,-0.405494758,-0.405494758,0,-4.485098653,-4.164914764,-8.650013417,-0.282949316
Theo Pinson,pinsoth01,2022,314,148,-2.595602829,0.924460522,-1.671142307,0.081787837,0.081787837,0,-2.042966436,0.080121663,-1.962844773,0.397394117
Mason Plumlee,plumlma01,2022,3784,1793,-2.187550097,0.931407815,-1.256142282,1.37007475,1.37007475,0,-1.538464258,1.575615335,0.037151078,0.25691002
Jakob Poeltl,poeltja01,2022,4130,1970,1.639777671,2.390280846,4.030058517,6.796565525,6.796565525,0,1.312919723,2.931949491,4.244869214,-0.264595689
Aleksej Pokusevski,pokusal01,2022,2586,1233,-2.860222052,-0.040485954,-2.900708006,-0.095297534,-0.095297534,0,-3.088645213,-0.697401452,-3.786046666,0.517544797
Yves Pons,ponsyv01,2022,155,71,-5.827351968,-0.979320917,-6.806672886,-0.147032014,-0.147032014,0,-4.272150389,-3.351125526,-7.623275916,0.055996486
Jordan Poole,poolejo01,2022,6018,2889,1.958804701,-1.052269162,0.906535539,5.454729918,4.255484859,1.199245059,2.251443776,-0.638539007,1.612904769,0.526242678
Kevin Porter Jr.,porteke02,2022,4052,1907,0.174941877,-0.084840217,0.090101659,2.786969811,2.786969811,0,0.342417444,-0.535649695,-0.193232251,0.857299944
Michael Porter Jr.,portemi01,2022,554,265,-4.409507858,5.636356815,1.226848957,0.536209017,0.536209017,0,-1.801111416,3.897531634,2.096420218,-0.273941639
Otto Porter Jr.,porteot01,2022,3671,1767,0.750195238,1.797162217,2.547357456,4.778192807,3.713579421,1.064613387,0.889772944,2.038215552,2.927988496,-0.627887552
Bobby Portis,portibo01,2022,4917,2326,0.431906895,1.609143823,2.041050717,5.701031002,4.732941106,0.968089896,0.666344588,1.043697508,1.710042096,-0.285303226
Kristaps Porzingis,porzikr01,2022,3021,1481,1.260024122,0.600142718,1.86016684,3.503555542,3.503555542,0,1.808390782,1.275530262,3.083921044,0.621012531
Micah Potter,pottemi01,2022,73,31,-9.891401308,-2.140688665,-12.03208997,-0.147311577,-0.147311577,0,-9.694565061,-1.721194412,-11.41575947,0.343443503
Dwight Powell,poweldw01,2022,4048,2047,0.158415244,0.092748624,0.251163867,3.138760371,2.54623542,0.592524952,-0.632244033,0.993675931,0.361431898,-0.588258245
Myles Powell,powelmy01,2022,111,52,-6.485437984,-2.930694913,-9.416132897,-0.176789334,-0.176789334,0,-7.433139154,-2.575267377,-10.00840653,-0.037228151
Norman Powell,powelno01,2022,3016,1458,1.298798141,-2.683743053,-1.384944912,1.008443447,1.008443447,0,1.509340273,-2.217246381,-0.707906108,0.433911869
Joshua Primo,primojo01,2022,2051,965,-3.741373465,-0.769281777,-4.510655242,-0.87244054,-0.87244054,0,-3.663981601,-1.010859262,-4.674840863,0.645375892
Taurean Prince,princta02,2022,2715,1242,-0.995442976,-0.050879868,-1.046322844,1.094160587,1.152549608,-0.058389021,-0.957660451,-0.311538168,-1.269198619,0.985946374
Payton Pritchard,pritcpa01,2022,2673,1310,1.972848433,-0.323927664,1.648920769,2.941506046,1.954445291,0.987060755,1.459906953,-0.999368927,0.460538025,-1.090359922
Trevelin Queen,queentr01,2022,163,74,2.659531633,-1.435700928,1.223830705,0.152544626,0.152544626,0,1.428765978,-2.740697787,-1.311931809,1.675328204
Neemias Queta,quetane01,2022,252,120,-2.643735648,0.445694441,-2.198041207,0.033800031,0.033800031,0,-2.658848119,-1.011738351,-3.67058647,0.020435054
Immanuel Quickley,quickim01,2022,3614,1802,2.355006639,1.543113903,3.898120542,6.032749844,6.032749844,0,1.862519572,1.451080892,3.313600464,-1.299119551
Jahmi'us Ramsey,ramseja01,2022,291,134,-1.218624724,-7.346856498,-8.565481222,-0.395178899,-0.395178899,0,-1.859148213,-7.497933785,-9.357081997,-0.605406681
Julius Randle,randlju01,2022,5177,2544,-2.287313207,-0.99263248,-3.279945687,-0.692165578,-0.692165578,0,-1.37007324,-1.12681342,-2.49688666,0.628535441
Austin Reaves,reaveau01,2022,3008,1418,0.001951037,1.685455645,1.687406682,3.200876531,3.200876531,0,-0.84031992,1.239121335,0.398801415,-0.293615737
Cam Reddish,reddica01,2022,2122,1012,-2.737139426,-0.714789072,-3.451928498,-0.365712179,-0.365712179,0,-2.07042687,-0.763758053,-2.834184922,0.380626773
Davon Reed,reedda01,2022,1396,668,-0.265418472,0.1045942,-0.160824272,0.873763888,0.873763888,0,-0.564021264,-0.330243592,-0.894264856,-0.981686719
Paul Reed,reedpa01,2022,904,442,0.703190611,0.537355001,1.240545612,0.91615761,0.504799762,0.411357848,1.027517251,2.019125302,3.046642553,-0.010085546
Naz Reid,reidna01,2022,2751,1269,-2.660968625,0.669345187,-1.991623438,0.496460815,0.447594179,0.048866637,-2.044741043,0.153585702,-1.891155341,0.962778359
Josh Richardson,richajo01,2022,3297,1600,-0.36034536,-1.063404909,-1.423750269,1.05868256,1.05868256,0,-0.52910464,-0.734248486,-1.263353126,-0.550225996
Nick Richards,richani01,2022,788,367,-4.149583753,-0.565254201,-4.714837955,-0.369047882,-0.369047882,0,-3.33273186,-1.148025989,-4.480757849,0.31121681
Austin Rivers,riverau01,2022,3275,1588,-1.810428976,-1.07473888,-2.885167856,-0.093627109,-0.506302649,0.41267554,-1.611771147,-1.265242696,-2.877013843,-0.60676648
